Entity,Code,Year,"Population, female (% of total population)"
Sweden,SWE,1978,50.39674377
Sweden,SWE,1979,50.43131256
Sweden,SWE,1980,50.4669075
Sweden,SWE,1981,50.50440979
Sweden,SWE,1982,50.54231644
Sweden,SWE,1983,50.57759094
Sweden,SWE,1984,50.6058197
Sweden,SWE,1985,50.62420654
Sweden,SWE,1986,50.63132477
Sweden,SWE,1987,50.62860107
Sweden,SWE,1988,50.61965942
Sweden,SWE,1989,50.60943985
Sweden,SWE,1990,50.60150909
Sweden,SWE,1991,50.59687042
Sweden,SWE,1992,50.59429169
Sweden,SWE,1993,50.5930748
Sweden,SWE,1994,50.59168243
Sweden,SWE,1995,50.58901215
Sweden,SWE,1996,50.5848732
Sweden,SWE,1997,50.57950592
Sweden,SWE,1998,50.57201767
Sweden,SWE,1999,50.56136322
Sweden,SWE,2000,50.54673386
Sweden,SWE,2001,50.52822113
Sweden,SWE,2002,50.50582886
Sweden,SWE,2003,50.47914505
Sweden,SWE,2004,50.44782639
Sweden,SWE,2005,50.41182709
Sweden,SWE,2006,50.37101364
Sweden,SWE,2007,50.32645035
Sweden,SWE,2008,50.28007126
Sweden,SWE,2009,50.23418045
Sweden,SWE,2010,50.19071579
Sweden,SWE,2011,50.15019608
Sweden,SWE,2012,50.11248779
Sweden,SWE,2013,50.07773972
Sweden,SWE,2014,50.04579544
Sweden,SWE,2015,50.01657486
Sweden,SWE,2016,49.99023438
Sweden,SWE,2017,49.96683884
Sweden,SWE,2018,49.94577789
Sweden,SWE,2019,49.92625427
Sweden,SWE,2020,49.90779495
Switzerland,CHE,1960,51.56230927
Switzerland,CHE,1961,51.51633835
Switzerland,CHE,1962,51.46474838
Switzerland,CHE,1963,51.41061401
Switzerland,CHE,1964,51.35732651
Switzerland,CHE,1965,51.30767441
Switzerland,CHE,1966,51.26107788
Switzerland,CHE,1967,51.21788788
Switzerland,CHE,1968,51.18123627
Switzerland,CHE,1969,51.15527344
Switzerland,CHE,1970,51.14234543
Switzerland,CHE,1971,51.14339828
Switzerland,CHE,1972,51.15657806
Switzerland,CHE,1973,51.17876053
Switzerland,CHE,1974,51.20580292
Switzerland,CHE,1975,51.23429108
Switzerland,CHE,1976,51.26401138
Switzerland,CHE,1977,51.29476929
Switzerland,CHE,1978,51.32296753
Switzerland,CHE,1979,51.34417343
Switzerland,CHE,1980,51.35518265
Switzerland,CHE,1981,51.35436249
Switzerland,CHE,1982,51.34252548
Switzerland,CHE,1983,51.32302856
Switzerland,CHE,1984,51.30031586
Switzerland,CHE,1985,51.2779274
Switzerland,CHE,1986,51.25652695
Switzerland,CHE,1987,51.23564148
Switzerland,CHE,1988,51.21633911
Switzerland,CHE,1989,51.19963074
Switzerland,CHE,1990,51.18599319
Switzerland,CHE,1991,51.17597961
Switzerland,CHE,1992,51.1695137
Switzerland,CHE,1993,51.16560364
Switzerland,CHE,1994,51.1632843
Switzerland,CHE,1995,51.16133499
Switzerland,CHE,1996,51.15923691
Switzerland,CHE,1997,51.15668869
Switzerland,CHE,1998,51.1531868
Switzerland,CHE,1999,51.14844894
Switzerland,CHE,2000,51.14175034
Switzerland,CHE,2001,51.13354111
Switzerland,CHE,2002,51.12298965
Switzerland,CHE,2003,51.10731125
Switzerland,CHE,2004,51.08305359
Switzerland,CHE,2005,51.04793549
Switzerland,CHE,2006,51.00156784
Switzerland,CHE,2007,50.9459343
Switzerland,CHE,2008,50.88414764
Switzerland,CHE,2009,50.821064
Switzerland,CHE,2010,50.75993729
Switzerland,CHE,2011,50.70155716
Switzerland,CHE,2012,50.64587784
Switzerland,CHE,2013,50.59442139
Switzerland,CHE,2014,50.54843521
Switzerland,CHE,2015,50.50861359
Switzerland,CHE,2016,50.47559738
Switzerland,CHE,2017,50.44900131
Switzerland,CHE,2018,50.42712402
Switzerland,CHE,2019,50.40761185
Switzerland,CHE,2020,50.38893509
Turkey,TUR,1960,50.15848923
Turkey,TUR,1961,50.18598938
Turkey,TUR,1962,50.21066666
Turkey,TUR,1963,50.23285675
Turkey,TUR,1964,50.25285721
Turkey,TUR,1965,50.27088928
Turkey,TUR,1966,50.28759766
Turkey,TUR,1967,50.30293274
Turkey,TUR,1968,50.31564331
Turkey,TUR,1969,50.32416534
Turkey,TUR,1970,50.32781982
Turkey,TUR,1971,50.32651901
Turkey,TUR,1972,50.32171249
Turkey,TUR,1973,50.31611252
Turkey,TUR,1974,50.31303024
Turkey,TUR,1975,50.31470871
Turkey,TUR,1976,50.32117081
Turkey,TUR,1977,50.33178329
Turkey,TUR,1978,50.34704971
Turkey,TUR,1979,50.36738586
Turkey,TUR,1980,50.39264679
Turkey,TUR,1981,50.42325592
Turkey,TUR,1982,50.45806885
Turkey,TUR,1983,50.49357605
Turkey,TUR,1984,50.52548599
Turkey,TUR,1985,50.55111694
Turkey,TUR,1986,50.56957626
Turkey,TUR,1987,50.58222198
Turkey,TUR,1988,50.59159088
Turkey,TUR,1989,50.60114288
Turkey,TUR,1990,50.61314011
Turkey,TUR,1991,50.6280365
Turkey,TUR,1992,50.64486313
Turkey,TUR,1993,50.66262436
Turkey,TUR,1994,50.67985153
Turkey,TUR,1995,50.69552612
Turkey,TUR,1996,50.7096138
Turkey,TUR,1997,50.72246552
Turkey,TUR,1998,50.73397446
Turkey,TUR,1999,50.74406052
Turkey,TUR,2000,50.75276566
Turkey,TUR,2001,50.75969696
Turkey,TUR,2002,50.76500702
Turkey,TUR,2003,50.76986313
Turkey,TUR,2004,50.77579117
Turkey,TUR,2005,50.78365326
Turkey,TUR,2006,50.79367447
Turkey,TUR,2007,50.80499268
Turkey,TUR,2008,50.8159523
Turkey,TUR,2009,50.82433701
Turkey,TUR,2010,50.82852936
Turkey,TUR,2011,50.82908249
Turkey,TUR,2012,50.82641983
Turkey,TUR,2013,50.81889725
Turkey,TUR,2014,50.80455017
Turkey,TUR,2015,50.78269196
Turkey,TUR,2016,50.75214005
Turkey,TUR,2017,50.7150383
Turkey,TUR,2018,50.67781448
Turkey,TUR,2019,50.64856339
Turkey,TUR,2020,50.63245773
United Kingdom,GBR,1960,51.70799637
United Kingdom,GBR,1961,51.66231155
United Kingdom,GBR,1962,51.61502075
United Kingdom,GBR,1963,51.56994629
United Kingdom,GBR,1964,51.53181076
United Kingdom,GBR,1965,51.50356674
United Kingdom,GBR,1966,51.48714447
United Kingdom,GBR,1967,51.48088074
United Kingdom,GBR,1968,51.47977066
United Kingdom,GBR,1969,51.47680664
United Kingdom,GBR,1970,51.46718979
United Kingdom,GBR,1971,51.44920349
United Kingdom,GBR,1972,51.42486954
United Kingdom,GBR,1973,51.39774704
United Kingdom,GBR,1974,51.37311172
United Kingdom,GBR,1975,51.3547287
United Kingdom,GBR,1976,51.34341812
United Kingdom,GBR,1977,51.33784866
United Kingdom,GBR,1978,51.33716965
United Kingdom,GBR,1979,51.33978271
United Kingdom,GBR,1980,51.34442139
United Kingdom,GBR,1981,51.35102844
United Kingdom,GBR,1982,51.35964584
United Kingdom,GBR,1983,51.36908722
United Kingdom,GBR,1984,51.37786102
United Kingdom,GBR,1985,51.38490677
United Kingdom,GBR,1986,51.3894043
United Kingdom,GBR,1987,51.39140701
United Kingdom,GBR,1988,51.3916893
United Kingdom,GBR,1989,51.39150238
United Kingdom,GBR,1990,51.39161301
United Kingdom,GBR,1991,51.39206314
United Kingdom,GBR,1992,51.39208984
United Kingdom,GBR,1993,51.39070892
United Kingdom,GBR,1994,51.38660049
United Kingdom,GBR,1995,51.37873459
United Kingdom,GBR,1996,51.36722183
United Kingdom,GBR,1997,51.35211563
United Kingdom,GBR,1998,51.3322258
United Kingdom,GBR,1999,51.30609894
United Kingdom,GBR,2000,51.27299118
United Kingdom,GBR,2001,51.23220825
United Kingdom,GBR,2002,51.18484497
United Kingdom,GBR,2003,51.13408661
United Kingdom,GBR,2004,51.08443069
United Kingdom,GBR,2005,51.0391655
United Kingdom,GBR,2006,50.99981308
United Kingdom,GBR,2007,50.96565247
United Kingdom,GBR,2008,50.9349823
United Kingdom,GBR,2009,50.90507889
United Kingdom,GBR,2010,50.87397003
United Kingdom,GBR,2011,50.84117126
United Kingdom,GBR,2012,50.80747223
United Kingdom,GBR,2013,50.77377319
United Kingdom,GBR,2014,50.74145126
United Kingdom,GBR,2015,50.71147156
United Kingdom,GBR,2016,50.6841011
United Kingdom,GBR,2017,50.65887451
United Kingdom,GBR,2018,50.63527298
United Kingdom,GBR,2019,50.61253357
United Kingdom,GBR,2020,50.59008789
